date;Time (UTC);Latitude;Longitude;Region Name;Depth;Mw;Strike1;Dip1;Rake1;Strike2;Dip2;Rake2;Mo;DC;VR;Computed by;Method
20200807;19:20:11;38.06;42.60;x;10;4.Haz;314;81;-169;222;80;-8;1.08E+16;82;0.84;Yavuz Gunes;SC3
20200804;09:37:37;38.20;38.68;x;10;5.May;328;89;170;58;80;0;2.33E+17;83;0.92;Yavuz Gunes;SC3
20200628;11:18:34;35.56;26.68;x;15;4.May;175;76;-159;79;69;-14;7.03E+15;95;0.79;Yavuz Gunes;SC3
20200628;17:43:28;36.73;28.31;x;65;5.Nis;326;61;155;69;68;31;1.97E+17;98;0.90;Yavuz Gunes;SC3
20200626;19:36:35;35.58;26.66;x;19;4.Tem;173;74;-154;76;65;-16;1.20E+16;99;0.81;Yavuz Gunes;SC3
20200626;07:21:12;38.79;27.79;x;12;5.Oca;273;39;-135;145;64;-61;4.74E+16;82;0.66;Selda Altuncu Poyraz;ISOLA
20200625;10:03:28;38.47;44.13;x;11;5.Şub;339;53;-117;199;45;-60;7.68E+16;43;0.48;Selda Altuncu Poyraz;ISOLA
20200619;07:43:20;34.15;25.51;x;25;5.0;318;81;167;50;77;8;4.44E+16;37;0.66;Yavuz Gunes;SC3
20200615;06:51:30;39.34;40.75;x;10;5.May;272;75;170;4;81;14;2.33E+17;67;0.89;Yavuz Gunes;SC3
20200614;14:24:27;39.31;40.82;x;10;5.Eyl;355;81;9;264;80;171;8.63E+17;94;0.96;Yavuz Gunes;SC3
20200605;18:06:18;38.26;38.71;x;8;5.0;151;85;123;248;33;9;4.46E+16;97;0.66;Dogan Kalafat;ISOLA
20200502;12:51:06;34.22;25.71;x;15;6.Nis;270;47;96;82;44;84;4.59E+18;x;x;Remzi Polat;ISOLA
20200424;13:16:03;35.86;27.97;x;63;4.May;0;31;-165;258;82;-59;7.51E+15;66;0.85;Yavuz Gunes;SC3
20200415;08:18:35;35.95;35.45;x;10;4.Nis;319;86;172;50;82;3;5.00E+15;48;0.66;Yavuz Gunes;SC3
20200415;07:40:04;35.81;35.53;x;10;4.Tem;320;85;-169;229;79;-4;1.21E+16;78;0.81;Yavuz Gunes;SC3
20200403;05:44:23;38.84;43.52;x;15;4.Tem;279;70;-167;185;77;-20;1.27E+16;22;0.35;Dogan Kalafat;ISOLA
20200319;17:53:30;38.40;39.09;x;10;5.Oca;332;66;162;70;73;25;5.01E+16;54;0.71;Dogan Kalafat;ISOLA
20200317;18:14:32;36.97;27.34;x;11;4.Oca;218;65;-120;92;38;-43;1.52E+15;42;0.69;Remzi Polat;ISOLA
20200225;23:03:35;38.29;38.76;x;19;4.Ağu;342;84;-131;244;41;-10;1.95E+16;76;0.43;Remzi Polat;ISOLA
20200224;02:43:33;38.99;27.87;x;11;4.Eyl;182;56;18;81;75;145;2.75E+16;51;0.75;Remzi Polat;ISOLA
20200223;16:00:30;38.40;44.40;x;10;6.0;282;90;172;12;82;0;1.42E+18;85;0.35;Dogan Kalafat;ISOLA
20200223;12:40:17;38.99;27.88;x;10;4.May;174;70;1;84;90;160;6.50E+15;87;0.72;Dogan Kalafat;ISOLA
20200223;05:52:57;38.20;44.68;x;11;5.Eyl;282;84;-122;182;32;-12;7.82E+17;52;0.55;Dogan Kalafat;ISOLA
20200222;22:26:40;37.40;31.49;x;6;4.Nis;335;25;-106;172;66;-83;5.61E+15;77;0.58;Dogan Kalafat;ISOLA
20200218;16:09:22;39.10;27.82;x;13;5.Oca;264;86;-173;174;83;-4;5.49E+16;97;0.73;Dogan Kalafat;ISOLA
20200210;22:46:50;35.18;27.96;x;9;5.Oca;37;70;-95;231;20;-78;5.77E+16;85;0.71;Remzi Polat;ISOLA
20200204;17:55:23;38.99;27.87;x;12;4.Eyl;259;81;-174;168;84;-9;2.62E+16;79;0.56;Dogan Kalafat;ISOLA
20200203;22:19:39;38.37;39.08;x;5;4.Mar;153;75;-178;62;88;-15;3.70E+15;94;0.72;Remzi Polat;ISOLA
20200202;00:23:47;39.00;27.86;x;13;4.May;81;88;171;171;81;2;6.37E+15;67;0.77;Dogan Kalafat;ISOLA
20200130;11:21:34;35.11;27.86;x;13;5.Tem;36;46;-91;217;44;-89;4.79E+17;75;0.51;Remzi Polat;ISOLA
20200130;01:28:02;35.03;27.75;x;9;5.May;209;51;-118;69;47;-60;2.12E+17;35;0.52;Remzi Polat;ISOLA
20200128;15:38:22;35.18;27.91;x;9;5.May;38;58;-94;225;32;-84;1.97E+17;84;0.58;Remzi Polat;ISOLA
20200128;11:26:13;39.11;27.84;x;10;4.Eyl;334;29;-43;103;71;-112;2.65E+16;27;0.59;Dogan Kalafat;ISOLA
20200127;16:11:59;38.38;39.11;x;10;4.Nis;317;74;158;53;69;17;4.96E+15;30;0.60;Dogan Kalafat;ISOLA
20200125;16:30:06;38.34;39.08;x;8;4.Eyl;148;89;175;238;85;1;3.27E+16;53;0.67;Dogan Kalafat;ISOLA
20200124;17:55:16;38.52;39.29;x;10;6.Tem;339;85;-176;248;87;-4;1.29E+19;x;x;Dogan Kalafat;SC3
20200123;03:54:11;40.12;33.25;x;9;4.Nis;20;87;4;290;86;177;4.97E+15;19;0.60;Dogan Kalafat;ISOLA
20200122;20:17:38;39.06;27.84;x;9;4.Şub;74;75;-156;338;67;-16;2.95E+15;67;0.60;Remzi Polat;ISOLA
20200122;19:22:15;39.06;27.84;x;8;5.May;81;84;-171;350;82;-6;2.05E+17;85;0.61;Dogan Kalafat;ISOLA
20200111;13:37:36;40.87;28.21;x;15;4.Tem;312;59;-164;214;76;-31;1.46E+16;42;0.71;Yavuz Gunes;SC3
20191227;07:02:24;38.36;39.00;x;8;4.Eyl;178;87;118;273;28;5;2.85E+16;44;0.77;Dogan Kalafat;ISOLA
20191210;20:14:02;39.45;27.93;x;8;4.Haz;145;81;-24;239;66;-170;1.19E+16;56;0.90;Dogan Kalafat;ISOLA
20191010;23:55:57;39.42;25.65;x;9;4.Mar;253;87;-166;162;76;-3;3.47E+15;77;0.81;Remzi Polat;ISOLA
20190926;10:59:24;40.88;28.21;x;5;5.Haz;27;62;40;276;55;145;3.45E+17;92;0.61;Fatih Turhan;ISOLA
20190924;08:00:21;40.88;28.21;x;4;4.May;282;73;174;14;84;17;6.49E+15;87;0.77;Selda Altuncu;ISOLA
20190914;06:03:10;40.76;32.96;x;7;4.Eyl;288;77;174;19;84;13;2.84E+16;75;0.71;Yavuz Gunes;ISOLA
20190914;06:00:29;40.73;32.97;x;7;4.Ağu;285;80;177;16;87;10;1.78E+16;80;0.68;Yavuz Gunes;ISOLA
20190808;11:25:30;37.92;29.60;x;11;5.Tem;277;36;-84;90;54;-94;4.21E+17;99;0.71;Yavuz Gunes;ISOLA
20190808;08:39:07;38.02;26.85;x;6;4.Haz;274;27;-107;113;65;-81;8.44E+15;30;0.65;Yavuz Gunes;ISOLA
20190602;13:08:47;40.76;30.76;x;9;4.Mar;96;21;-90;276;69;-90;3.86E+15;44;0.80;Dogan Kalafat;ISOLA
20190529;19:42:25;39.26;39.89;x;7;4.Şub;241;49;-14;340;80;-138;2.97E+15;78;0.81;Yavuz Gunes;ISOLA
20190528;05:27:46;36.96;27.64;x;6;4.May;292;56;-78;92;36;-107;8.14E+15;94;0.43;Yavuz Gunes;ISOLA
20190515;16:53:47;31.78;32.78;x;43;5.0;140;79;169;232;79;12;3.78E+16;25;0.38;Dogan Kalafat;ISOLA
20190512;22:24:08;39.32;27.93;x;6;4.Nis;248;80;-175;158;85;-10;4.94E+15;92;0.63;Dogan Kalafat;ISOLA
20190429;04:43:16;35.35;27.69;x;32;4.Eyl;324;71;-114;198;30;-39;2.57E+16;77;0.66;Dogan Kalafat;ISOLA
20190415;04:41:28;38.75;38.15;x;6;4.Mar;154;67;-151;52;63;-26;3.95E+15;60;0.71;Yavuz Gunes;ISOLA
20190404;17:31:07;38.41;39.14;x;8;5.0;155;85;178;246;88;5;4.52E+16;44;0.77;Dogan Kalafat;ISOLA
20190401;01:49:28;37.49;29.39;x;13;4.May;304;77;-102;165;18;-50;6.01E+15;72;0.60;Selda Altuncu;ISOLA
20190331;11:30:15;37.48;29.39;x;8;5.0;345;71;-99;192;21;-65;3.93E+16;98;0.62;Dogan Kalafat;ISOLA
20190325;11:29:25;38.77;38.06;x;13;4.May;238;79;-26;333;65;-168;7.35E+15;89;0.50;Yavuz Gunes;ISOLA
20190320;06:34:26;37.45;29.43;x;12;5.May;143;51;-78;304;40;-105;1.89E+17;22;0.52;Dogan Kalafat;ISOLA
20190220;18:23:27;39.62;26.43;x;8;5.0;336;71;-31;77;61;-159;4.12E+16;99;0.88;Dogan Kalafat;ISOLA
20190212;17:14:29;40.58;33.01;x;8;4.Haz;94;83;-171;3;81;-7;1.00E+16;68;0.70;Dogan Kalafat;ISOLA
20190202;12:20:37;37.24;35.83;x;18;4.Nis;324;87;161;55;71;3;4.42E+15;98;0.64;Dogan Kalafat;ISOLA
20190125;20:20:33;38.58;27.Eki;x;18;4.Şub;259;72;-175;168;85;-18;2.39E+15;79;0.50;Dogan Kalafat;ISOLA
20190124;14:30:52;35.89;28.Tem;x;42;5.Şub;344;54;176;77;86;36;7.25E+16;34;0.65;Dogan Kalafat;ISOLA
20181220;06:34:25;40.60;28.97;x;8;4.Nis;135;43;-83;305;47;-97;4.42E+15;85;0.82;Fatih Turhan;ISOLA
20181130;02:36:35;40.59;28.98;x;9;4.0;305;57;-97;138;34;-79;1.37E+15;78;0.49;Remzi Polat;ISOLA
20181127;23:16:11;36.69;25.78;x;7;4.Nis;47;53;-94;233;37;-85;5.87E+15;99;0.45;Remzi Polat;ISOLA
20181029;12.09:11;34.36;33.56;x;15;4.Mar;312;36;106;113;55;79;3.88E+15;33;0.60;Dogan Kalafat;ISOLA
20180912;00:06:21;36.07;31.14;x;40;5.Şub;194;53;-20;297;74;-141;7.41E+16;81;0.43;Yavuz Gunes;ISOLA
20180910;23.02:55;37.18;30.64;x;107;4.Eyl;223;34;88;46;56;91;2.91E+16;96;0.68;Dogan Kalafat;ISOLA
20180819;15:22:14;37.32;36.34;x;6;4.Tem;355;70;-105;213;25;-55;1.20E+16;82;0.56;Yavuz Gunes;ISOLA
20180723;00:02:40;37.56;29.81;x;11;4.Haz;355;55;-107;203;39;-67;1.19E+16;34;0.62;Yavuz Gunes;ISOLA
20180721;06:25:14;39.05;44.09;x;12;4.Haz;221;67;36;115;57;152;8.51E+15;71;0.74;Yavuz Gunes;ISOLA
20180623;03:50:02;38.53;44.34;x;9;4.Tem;113;61;133;231;51;39;1.19E+16;66;0.52;Yavuz Gunes;ISOLA
20180424;00:34:29;37.52;38.50;x;10;5.Oca;302;86;165;33;75;3;5.15E+16;98;0.93;Yavuz Gunes;SC3
20180413;17:14:00;37.08;31.96;x;16;4.May;10;32;-66;163;61;-104;7.21E+15;85;0.66;Yavuz Gunes;ISOLA
20180407;21:16:31;40.86;31.66;x;6;4.Nis;301;44;-141;181;64;-53;4.51E+15;94;0.57;Yavuz Gunes;ISOLA
20171231;04.02:19;38.23;22.85;x;9;4.Haz;239;36;-113;86;57;-74;1.12E+16;90;0.54;Yavuz Gunes;ISOLA
20171225;05:13:50;38.57;26.73;x;8;4.Haz;339;66;-12;73;79;-156;8.56E+15;79;0.84;Selda Altuncu Poyraz;ISOLA
20171202;11:58:04;37.71;44.58;x;8;4.Nis;186;59;115;323;39;55;4.50E+17;99;0.48;Yavuz Gunes;ISOLA
20171124;21:49:15;37.14;28.61;x;4;5.Şub;100;46;-94;286;44;-86;8.89E+16;62;0.59;Yavuz Gunes;ISOLA
20171111;08:56:38;38.85;27.47;x;10;4.Oca;318;49;-67;104;46;-115;1.56E+15;81;0.69;Yavuz Gunes;ISOLA
20171107;02:40:31;36.33;28.43;x;69;4.May;303;56;171;38;82;33;7.48E+15;37;0.90;Yavuz Gunes;SC3
20171024;09:36:23;39.99;27.39;x;6;4.Haz;284;35;-74;85;56;-101;1.06E+16;100;0.70;Selda Altuncu Poyraz;ISOLA
20171011;22:49:44;39.11;24.28;x;9;5.0;224;79;-164;131;74;-12;3.36E+16;73;0.83;Remzi Polat;ISOLA
20170924;16:57:16;36.95;27.31;x;8;4.Nis;70;47;-97;261;43;-81;5.46E+15;48;0.59;Yavuz Gunes;ISOLA
20170901;16:48:32;36.01;28.Oca;x;73;4.Eyl;337;56;138;94;56;42;2.39E+16;90;0.50;Yavuz Gunes;ISOLA
20170814;02:43:50;37.08;27.72;x;10;4.Tem;110;52;-53;239;50;-128;1.44E+16;83;x;Yavuz Gunes;N/A
20170813;11:16:51;37.13;27.72;x;7;5.0;102;42;-73;260;51;-104;4.66E+16;93;0.60;Ali Pinar;ISOLA
20170808;07:42:19;37.03;27.60;x;6;5.Şub;56;48;-122;279;50;-59;6.76E+16;x;x;Ali Pinar;N/A
20170807;05:18:47;37.02;27.60;x;6;4.Tem;79;35;-97;268;56;-85;1.40E+23;x;x;Ali Pinar;N/A
20170730;17:51:18;37.00;27.67;x;4;4.May;275;61;-85;84;29;-100;7.28E+15;92;0.67;Yavuz Gunes;ISOLA
20170722;14:25:47;36.57;26.79;x;140;4.Haz;324;32;-169;224.6;84.2;-58.5;1.06E+16;x;x;Yavuz Gunes;N/A
20170722;17:09:22;36.97;27.38;x;14;4.Nis;75;35;-97;265;54;-84;4.74E+15;50;0.48;Yavuz Gunes;ISOLA
20170721;17:09:46;36.95;27.25;x;11;4.Tem;249;41;-97;79;49;-83;1.64E+16;33;0.54;Yavuz Gunes;ISOLA
20170720;22:31:11;36.93;27.42;x;6;6.Haz;286;53;-72;78;40;-112;8.45E+18;x;x;Fatih Turhan;N/A
20170720;23:23:51;36.96;27.31;x;10;4.Ağu;51;48;-114;265;47;-65;1.71E+16;55;0.52;Yavuz Gunes;ISOLA
20170715;20:30:17;34.81;25.37;x;14;5.Mar;169;87;-167;79;77;-2;1.24E+17;97;0.68;Yavuz Gunes;ISOLA
20170703;11:18:21;41.15;20.74;x;10;5.0;40;47;-96;230;43;-82;3.56E+16;89;x;Yavuz Gunes;N/A
20170622;02:48:52;38.82;26.46;x;8;4.Eyl;242;46;-143;124;64;-50;2.90E+16;71;0.91;Yavuz Gunes;ISOLA
20170617;19:50:04;38.85;26.44;x;7;5.Şub;238;66;-157;138;69;-26;7.72E+16;84;0.74;Yavuz Gunes;ISOLA
20170617;03:40:36;38.91;26.22;x;9;4.Haz;324;67;-13;60;78;-156;1.11E+16;83;0.93;Yavuz Gunes;ISOLA
20170614;04:35:54;38.87;26.37;x;10;4.Oca;80;35;-118;294;59;-71;1.87E+15;x;x;Yavuz Gunes;N/A
20170612;12:28:39;38.85;26.35;x;10;6.Şub;104;43;-100;299;47;-80;2.36E+18;74;0.80;Yavuz Gunes;ISOLA
20170528;11:04:58;38.73;27.78;x;4;4.Eyl;123;44;-91;305;46;-89;2.90E+16;72;0.67;Yavuz Gunes;ISOLA
20170528;02:52:55;38.74;27.80;x;4;4.Ağu;119;42;-94;304;48;-87;2.18E+16;75;0.67;Yavuz Gunes;ISOLA
20170528;02:50:25;38.72;27.78;x;4;4.Haz;121;46;-92;303;44;-88;9.84E+15;76;0.68;Yavuz Gunes;ISOLA
20170527;15:53:23;38.72;27.83;x;6;5.Oca;125;40;-96;312;50;-85;5.07E+16;99;0.71;Remzi Polat;ISOLA
20170517;11:30:36;35.93;27.53;x;7;4.Eyl;32;70;-62;156;34;-141;2.87E+16;67;0.57;Remzi Polat;ISOLA
20170511;17:58:00;40.07;40.71;x;9;4.Tem;243;45;125;18;54;60;1.35E+16;83;0.68;Selda Altuncu Poyraz;ISOLA
20170421;14:12:21;38.65;27.60;x;4;5.0;276;45;-138;154;62;-53;3.62E+16;100;0.79;Yavuz Gunes;ISOLA
20170501;16:30:40;38.27;42.92;x;20;4.Nis;312;72;-170;219;81;-18;5.85E+15;90;0.76;Yavuz Gunes;ISOLA
20170421;13:09:20;38.79;29.May;x;4;4.Eyl;254;53;-96;85;37;-82;2.76E+16;87;0.59;Yavuz Gunes;ISOLA
20170413;16:22:15;37.14;28.66;x;5;4.Eyl;302;70;-73;80;26;-129;2.65E+16;98;0.55;Selda Altuncu Poyraz;ISOLA
20170302;11:07:25;37.60;38.49;x;6;5.Mar;318;85;175;48;85;5;1.07E+17;66;0.67;Fatih Turhan;ISOLA
20170228;23:27:33;39.49;26.May;x;7;4.Haz;278;56;-97;112;35;-79;1.06E+16;80;0.50;Selda Altuncu Poyraz;ISOLA
20170223;01:55:13;39.56;26.Tem;x;6;4.Şub;104;44;-91;285;46;-89;2.30E+15;38;0.56;Yavuz Gunes;ISOLA
20170216;00:18:59;39.51;26.May;x;11;4.May;277;42;-110;123;51;-73;7.78E+15;59;0.80;Selda Altuncu Poyraz;ISOLA
20170212;13:48:15;39.52;26.13;x;4;5.Şub;116;47;-93;301;43;-87;6.79E+16;74;0.58;Yavuz Gunes;ISOLA
20170210;08:55:25;39.51;26.13;x;6;4.Haz;311;47;-106;154;46;-73;8.45E+15;90;0.84;Yavuz Gunes;ISOLA
20170210;12.27:30;39.78;42.52;x;8;4.Şub;132;80;-179;42;89;-10;2.83E+15;84;0.59;Yavuz Gunes;ISOLA
20170207;02:24:02;39.52;26.Eyl;x;8;5.Mar;114;43;-89;292;47;-91;1.16E+17;95;0.94;Yavuz Gunes;ISOLA
20170207;05:17:08;39.53;26.16;x;7;4.Mar;314;30;-64;106;64;-104;3.27E+15;35;0.64;Selda Altuncu Poyraz;ISOLA
20170206;03:51:39;39.56;26.Şub;x;6;5.Mar;286;39;-116;138;56;-71;1.18E+17;86;0.87;Yavuz Gunes;ISOLA
20170206;10:58:00;39.51;26.Tem;x;6;5.Oca;321;52;-72;113;42;-111;5.14E+16;95;0.63;Selda Altuncu Poyraz;ISOLA
20170206;11:45:00;39.53;26.Ağu;x;8;4.Mar;269;28;-82;80;62;-94;3.17E+15;85;0.77;Yavuz Gunes;ISOLA
20170127;20:51:26;35.98;28.70;x;19;4.Haz;78;84;169;169;79;7;1.08E+16;85;0.58;Yavuz Gunes;ISOLA
20170125;18:50:51;35.33;26.38;x;61;5.Şub;152;53;7;58;84;143;8.86E+16;99;0.62;Yavuz Gunes;ISOLA
20170114;22:38:59;39.55;26.Ara;x;6;4.Nis;310;44;-75;110;48;-104;5.85E+15;84;0.80;Yavuz Gunes;ISOLA
20170101;13:04:02;34.96;27.14;x;10;4.Ağu;162;58;164;260;76;33;2.23E+16;18;0.74;Yavuz Gunes;ISOLA
20161220;06:03:44;36.57;26.93;x;107;5.Mar;62;64;16;325;76;153;1.08E+17;82;0.70;Yavuz Gunes;ISOLA
20161216;21:21:49;39.63;39.71;x;7;4.Mar;299;42;-106;140;50;-76;4.10E+15;92;0.71;Fatih Turhan;ISOLA
20161212;22:42:08;38.51;43.83;x;5;4.Şub;45;80;29;309;61;169;2.52E+15;39;0.44;Yavuz Gunes;ISOLA
20161123;12:14:36;38.50;43.84;x;3;4.Nis;23;82;-41;120;50;-169;5.29E+15;29;0.74;Yavuz Gunes;ISOLA
20161102;11:57:43;40.75;34.31;x;6;4.Mar;304;63;-148;198;62;-31;3.13E+15;76;0.79;Remzi Polat;ISOLA
20161015;08:18:32;42.19;30.72;x;10;4.Eyl;64;48;100;229;43;79;2.66E+16;97;0.51;Selda Altuncu Poyraz;ISOLA
20160927;20:57:07;36.39;27.59;x;71;5.Oca;107;56;53;340;48;131;5.93E+16;95;0.57;Yavuz Gunes;ISOLA
20160912;09:29:37;38.89;27.73;x;8;4.May;256;86;164;347;74;4;8.00E+15;81;0.80;Fatih Turhan;ISOLA
20160912;08:26:04;38.90;27.74;x;7;4.Ağu;76;88;-173;345;83;-2;2.00E+16;90;0.82;Fatih Turhan;ISOLA
20160817;01:07:02;38.65;38.15;x;2;4.0;262;43;-148;148;68;-51;1.21E+15;42;0.72;Yavuz Gunes;ISOLA
20160802;19:30:51;40.33;33.31;x;6;4.0;36;82;29;302;61;170;1.19E+15;77;0.66;Yavuz Gunes;ISOLA
20160730;17:26:20;35.18;22.83;x;31;5.Oca;118;83;87;321;7.Haz;113;5.26E+16;77;0.69;Fatih Turhan;ISOLA
20160625;05:40:11;40.70;29.21;x;9;4.Oca;84;69;128;199;43;32;1.66E+15;57;0.71;Yavuz Gunes;ISOLA
20160621;06:25:21;39.40;40.73;x;8;4.Oca;288;86;-169;197;79;-4;1.67E+15;100;;Remzi Polat;ISOLA
20160610;18:57:01;39.02;40.74;x;11;4.Nis;126;89;-164;36;74;-1;5.55E+15;95;0.75;Yavuz Gunes;ISOLA
20160607;04:09:45;40.26;29.15;x;11;4.Oca;320;76;-36;60;56;-163;1.95E+15;90;;Fatih Turhan;ISOLA
20160525;08:36:13;34.92;26.36;x;35;5.Mar;341;76;-93;173;14;-79;1.17E+17;88;;Fatih Turhan;ISOLA
20160522;08:58:31;41.59;23.31;x;12;4.Şub;296;57;-26;41;68;-144;2.73E+15;;;Remzi Polat;ISOLA
20160416;00:10:38;34.97;25.69;x;16;5.0;1;78;122;108;34;21;3.58E+16;;;Remzi Polat;ISOLA
20160331;21:33:21;36.97;35.85;x;14;4.Şub;142;77;-171;50;81;-14;2.26E+15;93;0.46;Selda Altuncu Poyraz;ISOLA
20160119;19:04:43;36.71;26.94;x;138;4.Nis;57;60;9;323;83;149;5.66E+15;92;0.66;Fatih Turhan;ISOLA
20160110;17:40:47;39.58;34.36;x;13;4.Tem;273;79;-176;182;86;-11;1.32E+16;87;0.77;Fatih Turhan;ISOLA
20160110;17:40:47;39.58;34.36;x;13;4.Tem;273;79;-176;182;86;-11;1.32E+16;87;0.77;Fatih Turhan;ISOLA
20160107;02:01:45;38.90;43.53;x;22;4.May;198;89;2;108;88;179;6.54E+15;43;0.58;Selda Altuncu Poyraz;ISOLA
20151226;11:00:53;35.46;27.42;x;29;5.Oca;314;88;-160;223;70;-3;5.00E+16;85;0.80;Fatih Turhan;ISOLA
20151209;09:03:33;38.84;37.88;x;9;4.Nis;339;89;170;69;80;1;4.48E+15;71;0.82;Fatih Turhan;ISOLA
20151207;23:27:16;39.28;40.23;x;6;4.Mar;215;66;-7;308;84;-156;3.07E+15;68;0.73;Fatih Turhan;ISOLA
20151204;15:37:40;39.26;40.22;x;6;4.Şub;309;79;-165;216;75;-11;2.90E+15;94;0.76;Fatih Turhan;ISOLA
20151202;23:27:06;39.27;40.22;x;9;5.Mar;219;67;-13;314;78;-157;1.16E+17;59;0.70;Fatih Turhan;ISOLA
20151129;00:28:07;38.82;37.84;x;11;5.0;161;89;-172;71;82;-1;3.69E+16;92;0.86;Fatih Turhan;ISOLA
20151116;15:45:43;40.83;28.76;x;6;3.Eyl;314;58;-101;154;33;-73;7.92E+14;96;0.64;Fatih Turhan;ISOLA
20151029;09:46:39;39.09;43.73;x;14;4.Haz;210;76;33;111;58;164;8.79E+15;53;0.84;Fatih Turhan;ISOLA
20151028;16:20:02;40.82;27.76;x;5;4.Mar;249;77;161;343;71;14;3.90E+15;82;0.76;Fatih Turhan;ISOLA
20151026;20:07:59;39.79;26.27;x;5;3.Eyl;304;62;-44;59;52;-144;1.01E+15;79;0.70;Fatih Turhan;ISOLA
20151026;04:43:29;38.87;38.24;x;7;3.Haz;63;81;30;328;60;169;3.73E+14;82;0.69;Fatih Turhan;ISOLA
20151023;18:29:39;37.98;26.81;x;9;3.Eyl;58;90;173;148;83;0;9.82E+14;95;0.69;Fatih Turhan;ISOLA
20151013;23:18:10;39.14;29.Mar;x;9;4.0;283;56;-103;125;36;-71;1.41E+15;71;0.70;Fatih Turhan;ISOLA
20151012;02:16:10;34.60;26.41;x;21;4.Ağu;321;74;-156;224;67;-17;1.72E+16;89;0.52;Fatih Turhan;ISOLA
20151009;14:39:15;40.67;36.66;x;12;4.Ağu;280;86;178;10;88;4;1.81E+16;94;0.88;Fatih Turhan;ISOLA
20151006;21:27:33;36.17;29.89;x;41;5.Oca;274;43;-163;171;78;-48;5.42E+16;78;0.63;Fatih Turhan;ISOLA
20151003;21:08:03;38.18;38.93;x;12;3.Ağu;324;71;160;60;71;20;6.15E+14;91;0.65;Fatih Turhan;ISOLA
20150922;07:11:10;39.15;29.13;x;9;4.Oca;269;63;-84;77;28;-101;1.84E+15;88;0.77;Fatih Turhan;ISOLA
20150922;06:25:04;39.15;29.13;x;11;3.Eyl;250;38;-101;84;53;-82;8.54E+14;72;0.73;Fatih Turhan;ISOLA
20150918;22:30:28;39.81;30.45;x;7;3.Tem;277;61;-105;126;32;-65;4.28E+14;80;0.72;Fatih Turhan;ISOLA
20150916;19:52:11;35.39;27.79;x;27;4.Ağu;305;34;174;40;87;56;2.13E+16;73;0.52;Fatih Turhan;ISOLA
20150916;00:14:36;40.43;42.29;x;9;3.Ağu;301;81;-160;208;70;-9;7.46E+14;58;0.81;Fatih Turhan;ISOLA
20150913;02:57:26;37.14;28.90;x;6;4.Nis;248;64;-96;82;27;-77;5.18E+15;98;0.63;Fatih Turhan;ISOLA
20150910;08:12:45;38.84;26.28;x;9;4.Tem;101;34;-92;283;56;-89;1.34E+16;86;0.78;Fatih Turhan;ISOLA
20150907;00:37:35;39.18;40.21;x;20;4.Haz;307;83;-174;214;87;-7;1.00E+16;;0.16;Selda A.Poyraz;ISOLA
20150903;08:23:19;39.15;29.13;x;9;3.Eyl;263;71;-80;55;21;-116;9.41E+14;88;0.78;Fatih Turhan;ISOLA
20150826;23:01:44;37.30;36.98;x;7;4.0;353;43;-100;187;48;-81;9.72E+14;;0.54;Selda A.Poyraz;ISOLA
20150818;21:19:39;35.58;31.36;x;31;4.Eyl;113;76;97;266;16;64;2.77E+16;92;0.70;Fatih Turhan;ISOLA
20150729;22:00:54;36.51;35.06;x;19;4.Tem;11;18;-90;191;72;-90;1.63E+16;99;0.81;Fatih Turhan;ISOLA
20150724;09:58:38;36.64;26.80;x;134;5.0;82;26;1;352;90;116;4.09E+16;91;0.72;Fatih Turhan;ISOLA
20150724;06:54:10;40.25;26.31;x;5;4.Şub;96;85;-33;189;57;-174;2.88E+15;;0.76;Selda A.Poyraz;ISOLA
20150724;02:39:42;40.24;26.29;x;6;4.Ağu;222;42;-150;108;70;-53;1.75E+16;95;0.89;Fatih Turhan;ISOLA
20150706;01:03:47;38.25;26.58;x;6;4.Oca;163;46;-76;323;46;-104;2.08E+15;;;Dogan Kalafat;N/A
20150702;22:22:25;39.68;27.85;x;12;3.Ağu;100;83;-159;7;69;-8;2.20E+14;;0.55;Selda A.Poyraz;ISOLA
20150623;22:35:20;38.67;43.17;x;11;4.May;75;44;71;281;49;107;6.37E+15;99;0.85;Fatih Turhan;ISOLA
20150609;21:49:47;35.10;26.76;x;17;5.Mar;150;74;-178;59.4;88;-16;1.20E+17;90;0.68;Fatih Turhan;ISOLA
20150609;01:09:01;38.66;23.46;x;11;5.Şub;233;82;165;326;75;9;7.92E+16;66;0.58;Fatih Turhan;ISOLA
20150601;14:54:12;37.52;44.07;x;19;3.Ağu;117;82;164;209;75;8;5.39E+14;;0.58;Selda A.Poyraz;ISOLA
20150529;08:02:52;36.91;27.61;x;7;4.0;277;53;-75;74;40;-109;1.32E+15;69;0.54;Fatih Turhan;ISOLA
20150522;02:56:33;35.78;27.24;x;7;3.Ağu;317;55;-124;187;47;-51;5.92E+14;77;0.54;Fatih Turhan;ISOLA
20150511;23:40:51;40.00;33.24;x;4;3.Ağu;101;79;178;192;88;11;6.05E+14;70;0.74;Fatih Turhan;ISOLA
20150511;04:16:27;40.42;29.13;x;7;3.May;255;66;-135;144;50;-32;2.45E+14;79;0.70;Fatih Turhan;ISOLA
20150508;19:14:47;41.77;33.36;x;9;4.0;184;41;36;;;;1.45E+15;;;Dogan Kalafat;N/A
20150502;12:45:57;40.84;32.49;x;7;4.0;259;90;-171;169;81;0;1.10E+15;42;0.55;Fatih Turhan;ISOLA
